,Natural_y,XSy,Sy,My,Ly,Toe_y,Heel_y,Ascending_y,Descending_y,Natural_a,XSa,Sa,Ma,La,Toe_a,Heel_a,Ascending_a,Descending_a
63,-14.546855926513672,-8.882884979248047,-13.356563568115234,-15.381645202636719,-14.716073989868164,-4.088985443115234,8.106636464595795,-17.94414710998535,28.14874839782715,-16.94967269897461,-9.622636795043945,-15.044918060302734,-19.328617095947266,-17.09638023376465,-5.173259735107422,7.1476452350616455,-9.172004699707031,33.56501483917236
64,-13.94668197631836,-9.10568618774414,-13.136966705322266,-14.784629821777344,-13.699712753295898,-3.2666778564453125,8.162907600402832,-19.991064071655273,26.24072265625,-17.055011749267578,-11.36128044128418,-15.3052978515625,-18.92736053466797,-14.82038688659668,-3.843097686767578,7.2168437242507935,-11.819305419921875,31.897700309753418
65,-12.996109008789062,-8.825786590576172,-12.361831665039062,-13.860214233398438,-12.50605583190918,-2.120250701904297,8.178575038909912,-21.72395896911621,24.619863510131836,-16.436145782470703,-12.521097183227539,-14.96676254272461,-17.823688507080078,-12.696081161499023,-2.02215576171875,7.221219062805176,-14.45914077758789,30.328279495239258
66,-11.729866027832031,-8.143661499023438,-11.150379180908203,-12.615985870361328,-11.138629913330078,-0.6844024658203125,8.156440794467926,-23.14261817932129,23.3250675201416,-15.207305908203125,-13.116662979125977,-14.040718078613281,-16.242431640625,-10.68336296081543,0.07960128784179688,7.182857871055603,-16.94782829284668,28.929333686828613
67,-10.229743957519531,-7.145118713378906,-9.626556396484375,-11.151901245117188,-9.60621452331543,0.9568672180175781,8.119239270687103,-24.23423194885254,22.44447898864746,-13.58420181274414,-13.183717727661133,-12.701656341552734,-14.464675903320312,-8.657238006591797,2.331470489501953,7.123796582221985,-19.109149932861328,27.748035430908203
68,-8.548309326171875,-5.787364959716797,-7.946393966674805,-9.519739151000977,-7.917516708374023,2.752155303955078,8.086744666099548,-24.88788414001465,21.935298919677734,-11.720165252685547,-12.707769393920898,-11.099098205566406,-12.65286636352539,-6.617059707641602,4.636402130126953,7.053444981575012,-20.810771942138672,26.8278226852417
69,-6.792758941650391,-4.229787826538086,-6.143768310546875,-7.817962646484375,-6.216896057128906,4.613441467285156,8.068718194961548,-25.11258888244629,21.755834579467773,-9.768524169921875,-11.67418098449707,-9.387779235839844,-10.861858367919922,-4.618623733520508,6.89080810546875,7.00074577331543,-21.974407196044922,26.20877456665039
70,-5.061592102050781,-2.5611438751220703,-4.354406356811523,-6.117469787597656,-4.583698272705078,6.473812103271484,8.05733984708786,-24.92540168762207,21.82383918762207,-7.859260559082031,-10.114313125610352,-7.674226760864258,-9.167856216430664,-2.7348995208740234,8.983646392822266,6.869259357452393,-22.545230865478516,25.923189163208008
71,-3.3956241607666016,-0.8673000335693359,-2.6449012756347656,-4.478734970092773,-3.0334033966064453,8.272224426269531,8.051140189170837,-24.281606674194336,21.97943878173828,-6.078100204467773,-8.184289932250977,-6.002786636352539,-7.685331344604492,-0.9964046478271484,10.88015365600586,6.729973673820496,-22.533695220947266,25.918527603149414
72,-1.8681316375732422,0.7649116516113281,-1.057708740234375,-2.9607582092285156,-1.6509590148925781,9.957405090332031,8.029805719852448,-23.181421279907227,22.312219619750977,-4.453466415405273,-6.097465515136719,-4.412940979003906,-6.203176498413086,0.5601272583007812,12.468498229980469,6.593186736106873,-22.00814437866211,26.113346099853516
73,-0.5257930755615234,2.2858924865722656,0.3584728240966797,-1.5824165344238281,-0.44902610778808594,11.502853393554688,7.9883275628089905,-21.714311599731445,22.765172958374023,-2.9329872131347656,-4.110889434814453,-2.8972740173339844,-4.771503448486328,1.940237045288086,14.03079605102539,6.446131110191345,-21.082012176513672,26.459630966186523
74,0.6197528839111328,3.662729263305664,1.5862751007080078,-0.3692970275878906,0.5561447143554688,12.86086654663086,7.924607813358307,-19.980684280395508,23.300710678100586,-1.4843482971191406,-2.3115482330322266,-1.4498176574707031,-3.391328811645508,3.123912811279297,15.434078216552734,6.283356666564941,-19.900962829589844,26.928607940673828
75,1.583700180053711,4.877288818359375,2.611478805541992,0.6829681396484375,1.396820068359375,14.019670486450195,7.835422396659851,-18.054218292236328,23.884912490844727,-0.1341876983642578,-0.6572360992431641,-0.09439468383789062,-2.0799617767333984,4.111797332763672,16.629566192626953,6.116960048675537,-18.46676254272461,27.44056987762451
76,2.3529319763183594,5.892726898193359,3.434133529663086,1.5410842895507812,2.0767822265625,15.105533599853516,7.7280648946762085,-16.0078125,24.42123031616211,1.042154312133789,0.8691368103027344,1.1055221557617188,-0.8570079803466797,4.937395095825195,17.57980728149414,5.95651912689209,-16.79570770263672,27.889201164245605
77,2.9825668334960938,6.713022232055664,4.102985382080078,2.2290496826171875,2.641040802001953,15.816207885742188,7.609157085418701,-13.912473678588867,24.916227340698242,2.027219772338867,2.2005672454833984,2.125579833984375,0.2309246063232422,5.636569976806641,18.27056884765625,5.796474456787109,-14.984380722045898,28.242692947387695
78,3.484170913696289,7.323404312133789,4.626842498779297,2.779256820678711,3.1175689697265625,16.33476448059082,7.474764466285706,-11.827249526977539,25.379440307617188,2.8460826873779297,3.324871063232422,2.9838180541992188,1.1684856414794922,6.287768363952637,18.698806762695312,5.6223273277282715,-13.008804321289062,28.516246795654297
79,3.8986454010009766,7.723207473754883,5.047079086303711,3.2297210693359375,3.5420589447021484,16.658798217773438,7.309382677078247,-9.799676895141602,25.82784652709961,3.563741683959961,4.283061981201172,3.730936050415039,2.0091991424560547,6.8776750564575195,18.896862030029297,5.420150279998779,-10.883899688720703,28.696008682250977
80,4.263971328735352,7.932199478149414,5.380329132080078,3.6239261627197266,3.916515350341797,16.797374725341797,7.100337982177734,-7.862272262573242,26.230671882629395,4.207685470581055,5.072334289550781,4.375913619995117,2.7887210845947266,7.413325309753418,18.867033004760742,5.181727647781372,-8.757865905761719,28.789936065673828
81,4.588230133056641,7.984432220458984,5.623847961425781,3.9685230255126953,4.274040222167969,16.73455047607422,6.836559057235718,-6.037994384765625,26.58482551574707,4.758058547973633,5.703653335571289,4.891790390014648,3.499113082885742,7.869117736816406,18.616943359375,4.905652284622192,-6.753993988037109,28.814760208129883
